Date;1 Week;2 Weeks;1 Month;2 Months;3 Months;6 Months;9 Months;12 Months;EONIA;Inflation;Real_GDP_growth
15-2-2012;0.11;0.14;0.21;0.27;0.25;0.29;0.33;0.34;0.371;2.9;0.83053545
15-2-2012;0.11;0.14;0.21;0.27;0.25;0.29;0.33;0.34;0.371;2.9;0.83053545
16-2-2012;0.13;0.15;0.26;0.32;0.25;0.3;0.34;0.34;0.371;2.9;0.83053545
16-2-2012;0.13;0.15;0.26;0.32;0.25;0.3;0.34;0.34;0.371;2.9;0.83053545
17-2-2012;0.13;0.14;0.24;0.3;0.26;0.3;0.34;0.35;0.364;2.9;0.83053545
17-2-2012;0.13;0.14;0.24;0.3;0.26;0.3;0.34;0.35;0.364;2.9;0.83053545
20-2-2012;0.11;0.13;0.23;0.28;0.24;0.28;0.33;0.34;0.36;2.9;0.83053545
20-2-2012;0.11;0.13;0.23;0.28;0.24;0.28;0.33;0.34;0.36;2.9;0.83053545
21-2-2012;0.11;0.13;0.2;0.25;0.25;0.27;0.33;0.34;0.362;2.9;0.83053545
21-2-2012;0.11;0.13;0.2;0.25;0.25;0.27;0.33;0.34;0.362;2.9;0.83053545
22-2-2012;0.11;0.13;0.2;0.25;0.26;0.28;0.32;0.33;0.359;2.9;0.83053545
22-2-2012;0.11;0.13;0.2;0.25;0.26;0.28;0.32;0.33;0.359;2.9;0.83053545
23-2-2012;0.09;0.12;0.22;0.25;0.26;0.29;0.33;0.34;0.364;2.9;0.83053545
23-2-2012;0.09;0.12;0.22;0.25;0.26;0.29;0.33;0.34;0.364;2.9;0.83053545
24-2-2012;0.1;0.13;0.21;0.25;0.25;0.27;0.33;0.34;0.368;2.9;0.83053545
24-2-2012;0.1;0.13;0.21;0.25;0.25;0.27;0.33;0.34;0.368;2.9;0.83053545
27-2-2012;0.11;0.13;0.19;0.23;0.23;0.25;0.32;0.33;0.36;2.9;0.83053545
27-2-2012;0.11;0.13;0.19;0.23;0.23;0.25;0.32;0.33;0.36;2.9;0.83053545
28-2-2012;0.11;0.12;0.2;0.25;0.23;0.27;0.32;0.33;0.36;2.9;0.83053545
29-2-2012;0.11;0.13;0.19;0.27;0.23;0.27;0.31;0.32;0.374;2.9;0.83053545
1-3-2012;0.13;0.14;0.17;0.28;0.23;0.26;0.31;0.32;0.37;2.9;0.83053545
2-3-2012;0.14;0.13;0.15;0.28;0.23;0.26;0.31;0.32;0.36;2.9;0.83053545
5-3-2012;0.14;0.13;0.16;0.27;0.24;0.27;0.32;0.32;0.351;2.9;0.83053545
6-3-2012;0.13;0.12;0.16;0.26;0.21;0.26;0.31;0.31;0.342;2.9;0.83053545
7-3-2012;0.12;0.12;0.17;0.28;0.2;0.26;0.34;0.33;0.355;2.9;0.83053545
8-3-2012;0.12;0.12;0.17;0.27;0.2;0.25;0.33;0.34;0.359;2.9;0.83053545
9-3-2012;0.12;0.11;0.16;0.24;0.2;0.24;0.29;0.34;0.362;2.9;0.83053545
12-3-2012;0.12;0.11;0.16;0.24;0.2;0.25;0.32;0.35;0.355;2.9;0.83053545
13-3-2012;0.13;0.11;0.15;0.23;0.2;0.25;0.31;0.33;0.355;2.9;0.83053545
14-3-2012;0.1;0.11;0.15;0.22;0.21;0.26;0.33;0.34;0.363;2.9;0.83053545
15-3-2012;0.1;0.11;0.15;0.26;0.21;0.26;0.34;0.34;0.356;2.9;0.83053545
16-3-2012;0.1;0.11;0.15;0.26;0.21;0.27;0.33;0.33;0.361;2.9;0.83053545
19-3-2012;0.1;0.11;0.16;0.26;0.2;0.27;0.32;0.33;0.359;2.9;0.83053545
20-3-2012;0.1;0.11;0.14;0.24;0.2;0.26;0.31;0.32;0.35;2.9;0.83053545
21-3-2012;0.1;0.11;0.13;0.23;0.19;0.25;0.31;0.31;0.348;2.9;0.83053545
22-3-2012;0.1;0.11;0.13;0.21;0.19;0.23;0.3;0.31;0.352;2.9;0.83053545
23-3-2012;0.1;0.11;0.13;0.18;0.19;0.23;0.29;0.3;0.359;2.9;0.83053545
26-3-2012;0.1;0.11;0.13;0.19;0.2;0.23;0.28;0.3;0.349;2.9;0.83053545
27-3-2012;0.1;0.11;0.13;0.19;0.2;0.23;0.28;0.29;0.353;2.9;0.83053545
28-3-2012;0.1;0.11;0.13;0.19;0.2;0.23;0.29;0.28;0.352;2.9;0.83053545
29-3-2012;0.1;0.11;0.13;0.2;0.21;0.24;0.3;0.29;0.349;2.9;0.83053545
30-3-2012;0.1;0.11;0.13;0.21;0.22;0.25;0.3;0.28;0.388;2.9;0.83053545
2-4-2012;0.1;0.11;0.13;0.22;0.23;0.26;0.3;0.28;0.347;2.7;-1.615977516
3-4-2012;0.1;0.11;0.13;0.22;0.24;0.27;0.26;0.24;0.343;2.7;-1.615977516
4-4-2012;0.1;0.11;0.13;0.21;0.21;0.23;0.25;0.24;0.353;2.7;-1.615977516
5-4-2012;0.1;0.11;0.13;0.21;0.21;0.23;0.25;0.24;0.352;2.7;-1.615977516
10-4-2012;0.1;0.11;0.12;0.21;0.21;0.23;0.25;0.23;0.347;2.7;-1.615977516
11-4-2012;0.1;0.12;0.12;0.22;0.21;0.23;0.25;0.23;0.35;2.7;-1.615977516
12-4-2012;0.11;0.11;0.13;0.22;0.21;0.23;0.27;0.24;0.341;2.7;-1.615977516
13-4-2012;0.11;0.11;0.13;0.21;0.21;0.23;0.27;0.25;0.346;2.7;-1.615977516
16-4-2012;0.11;0.13;0.13;0.21;0.21;0.23;0.27;0.24;0.346;2.7;-1.615977516
17-4-2012;0.11;0.13;0.13;0.22;0.22;0.24;0.26;0.24;0.349;2.7;-1.615977516
18-4-2012;0.11;0.13;0.13;0.21;0.21;0.23;0.25;0.25;0.346;2.7;-1.615977516
19-4-2012;0.12;0.14;0.13;0.21;0.21;0.23;0.26;0.24;0.347;2.7;-1.615977516
20-4-2012;0.12;0.14;0.13;0.22;0.22;0.24;0.27;0.24;0.344;2.7;-1.615977516
23-4-2012;0.12;0.14;0.13;0.23;0.23;0.25;0.31;0.28;0.338;2.7;-1.615977516
24-4-2012;0.12;0.13;0.13;0.22;0.22;0.24;0.29;0.26;0.338;2.7;-1.615977516
25-4-2012;0.12;0.13;0.12;0.22;0.2;0.22;0.27;0.25;0.337;2.7;-1.615977516
26-4-2012;0.12;0.13;0.12;0.22;0.2;0.21;0.27;0.25;0.343;2.7;-1.615977516
27-4-2012;0.11;0.13;0.13;0.22;0.19;0.21;0.27;0.25;0.346;2.7;-1.615977516
30-4-2012;0.12;0.14;0.13;0.2;0.21;0.24;0.31;0.27;0.344;2.7;-1.615977516
2-5-2012;0.12;0.14;0.13;0.2;0.22;0.25;0.32;0.28;0.343;2.6;-1.615977516
3-5-2012;0.12;0.12;0.13;0.2;0.22;0.25;0.32;0.28;0.343;2.6;-1.615977516
4-5-2012;0.12;0.12;0.13;0.21;0.2;0.22;0.31;0.29;0.343;2.6;-1.615977516
7-5-2012;0.12;0.12;0.13;0.21;0.19;0.21;0.31;0.28;0.348;2.6;-1.615977516
8-5-2012;0.12;0.12;0.13;0.21;0.19;0.21;0.31;0.28;0.346;2.6;-1.615977516
9-5-2012;0.12;0.14;0.13;0.2;0.22;0.24;0.33;0.3;0.344;2.6;-1.615977516
10-5-2012;0.12;0.14;0.13;0.2;0.22;0.24;0.33;0.3;0.348;2.6;-1.615977516
11-5-2012;0.12;0.14;0.13;0.2;0.22;0.25;0.33;0.3;0.341;2.6;-1.615977516
14-5-2012;0.12;0.14;0.13;0.2;0.23;0.27;0.35;0.31;0.346;2.6;-1.615977516
15-5-2012;0.12;0.14;0.13;0.2;0.23;0.27;0.32;0.28;0.34;2.6;-1.615977516
16-5-2012;0.12;0.14;0.13;0.2;0.23;0.28;0.34;0.3;0.33;2.6;-1.615977516
17-5-2012;0.12;0.14;0.13;0.19;0.22;0.26;0.31;0.28;0.32;2.6;-1.615977516
18-5-2012;0.12;0.12;0.13;0.19;0.22;0.26;0.32;0.29;0.337;2.6;-1.615977516
21-5-2012;0.12;0.12;0.12;0.2;0.22;0.26;0.31;0.28;0.337;2.6;-1.615977516
22-5-2012;0.12;0.12;0.12;0.2;0.22;0.26;0.32;0.29;0.336;2.6;-1.615977516
23-5-2012;0.12;0.12;0.12;0.2;0.22;0.26;0.32;0.29;0.335;2.6;-1.615977516
24-5-2012;0.12;0.12;0.12;0.22;0.21;0.25;0.32;0.29;0.335;2.6;-1.615977516
25-5-2012;0.12;0.12;0.12;0.2;0.2;0.24;0.31;0.28;0.323;2.6;-1.615977516
28-5-2012;0.12;0.12;0.12;0.2;0.2;0.24;0.31;0.28;0.322;2.6;-1.615977516
29-5-2012;0.12;0.12;0.12;0.2;0.2;0.24;0.29;0.26;0.335;2.6;-1.615977516
30-5-2012;0.12;0.12;0.12;0.2;0.2;0.24;0.31;0.28;0.333;2.6;-1.615977516
31-5-2012;0.12;0.12;0.12;0.2;0.2;0.25;0.32;0.29;0.329;2.6;-1.615977516
1-6-2012;0.12;0.12;0.12;0.2;0.2;0.25;0.33;0.3;0.337;2.5;-1.615977516
4-6-2012;0.12;0.12;0.12;0.2;0.2;0.25;0.32;0.3;0.332;2.5;-1.615977516
5-6-2012;0.1;0.11;0.12;0.2;0.2;0.25;0.32;0.29;0.335;2.5;-1.615977516
6-6-2012;0.12;0.12;0.12;0.2;0.2;0.25;0.32;0.29;0.31;2.5;-1.615977516
7-6-2012;0.12;0.12;0.12;0.2;0.2;0.25;0.32;0.29;0.312;2.5;-1.615977516
8-6-2012;0.12;0.12;0.12;0.2;0.2;0.25;0.32;0.29;0.331;2.5;-1.615977516
11-6-2012;0.12;0.12;0.12;0.21;0.2;0.25;0.31;0.27;0.336;2.5;-1.615977516
12-6-2012;0.12;0.12;0.12;0.21;0.2;0.25;0.31;0.27;0.336;2.5;-1.615977516
13-6-2012;0.11;0.12;0.12;0.21;0.2;0.25;0.32;0.28;0.335;2.5;-1.615977516
14-6-2012;0.11;0.12;0.12;0.21;0.2;0.25;0.31;0.27;0.331;2.5;-1.615977516
15-6-2012;0.11;0.11;0.12;0.21;0.2;0.25;0.32;0.28;0.329;2.5;-1.615977516
18-6-2012;0.1;0.11;0.12;0.22;0.2;0.28;0.33;0.29;0.334;2.5;-1.615977516
19-6-2012;0.11;0.13;0.13;0.22;0.21;0.28;0.33;0.29;0.333;2.5;-1.615977516
20-6-2012;0.11;0.13;0.13;0.22;0.21;0.28;0.34;0.3;0.326;2.5;-1.615977516
21-6-2012;0.1;0.13;0.13;0.22;0.21;0.28;0.35;0.31;0.329;2.5;-1.615977516
22-6-2012;0.11;0.13;0.13;0.22;0.21;0.3;0.36;0.32;0.325;2.5;-1.615977516
25-6-2012;0.09;0.11;0.13;0.22;0.21;0.3;0.36;0.32;0.328;2.5;-1.615977516
26-6-2012;0.09;0.11;0.13;0.22;0.21;0.3;0.36;0.32;0.33;2.5;-1.615977516
27-6-2012;0.08;0.1;0.13;0.22;0.21;0.3;0.36;0.31;0.331;2.5;-1.615977516
28-6-2012;0.09;0.11;0.13;0.21;0.2;0.25;0.32;0.27;0.331;2.5;-1.615977516
29-6-2012;0.08;0.1;0.12;0.2;0.19;0.23;0.3;0.26;0.382;2.5;-1.615977516
2-7-2012;0.08;0.1;0.12;0.2;0.19;0.23;0.29;0.25;0.329;2.5;0.584151294
3-7-2012;0.08;0.09;0.12;0.2;0.19;0.25;0.29;0.25;0.332;2.5;0.584151294
4-7-2012;0.09;0.11;0.13;0.21;0.18;0.25;0.3;0.26;0.332;2.5;0.584151294
5-7-2012;0.09;0.1;0.14;0.21;0.18;0.25;0.3;0.26;0.331;2.5;0.584151294
6-7-2012;0.23;0.23;0.22;0.29;0.3;0.33;0.43;0.39;0.329;2.5;0.584151294
9-7-2012;0.22;0.22;0.24;0.28;0.28;0.31;0.41;0.37;0.325;2.5;0.584151294
10-7-2012;0.14;1.05;0.14;0.15;0.2;0.23;0.33;0.36;0.323;2.5;0.584151294
11-7-2012;0.14;0.13;0.13;0.15;0.2;0.24;0.35;0.37;0.131;2.5;0.584151294
12-7-2012;0.14;0.13;0.14;0.16;0.19;0.23;0.34;0.36;0.128;2.5;0.584151294
13-7-2012;0.14;0.13;0.13;0.16;0.19;0.23;0.32;0.38;0.117;2.5;0.584151294
16-7-2012;0.14;0.13;0.12;0.15;0.2;0.26;0.35;0.37;0.114;2.5;0.584151294
17-7-2012;0.14;0.13;0.12;0.16;0.2;0.26;0.34;0.34;0.119;2.5;0.584151294
18-7-2012;0.15;0.14;0.11;0.17;0.21;0.27;0.34;0.33;0.119;2.5;0.584151294
19-7-2012;0.15;0.14;0.11;0.17;0.22;0.28;0.34;0.33;0.12;2.5;0.584151294
20-7-2012;0.16;0.14;0.13;0.18;0.23;0.28;0.34;0.32;0.115;2.5;0.584151294
23-7-2012;0.16;0.14;0.13;0.18;0.24;0.32;0.33;0.31;0.116;2.5;0.584151294
24-7-2012;0.16;0.14;0.13;0.19;0.25;0.32;0.34;0.32;0.113;2.5;0.584151294
25-7-2012;0.15;0.13;0.12;0.19;0.25;0.3;0.32;0.3;0.114;2.5;0.584151294
26-7-2012;0.14;0.12;0.12;0.18;0.25;0.3;0.31;0.29;0.112;2.5;0.584151294
27-7-2012;0.14;0.12;0.1;0.18;0.26;0.31;0.32;0.3;0.111;2.5;0.584151294
30-7-2012;0.13;0.11;0.12;0.24;0.25;0.32;0.35;0.33;0.112;2.5;0.584151294
31-7-2012;0.11;0.09;0.1;0.15;0.24;0.3;0.34;0.32;0.111;2.5;0.584151294
1-8-2012;0.17;0.15;0.16;0.23;0.23;0.32;0.33;0.3;0.112;2.7;0.584151294
2-8-2012;0.17;0.15;0.18;0.19;0.26;0.28;0.27;0.27;0.109;2.7;0.584151294
3-8-2012;0.16;0.16;0.17;0.22;0.29;0.31;0.37;0.32;0.111;2.7;0.584151294
6-8-2012;0.17;0.16;0.16;0.19;0.31;0.33;0.37;0.33;0.109;2.7;0.584151294
7-8-2012;0.16;0.14;0.17;0.2;0.26;0.28;0.33;0.31;0.111;2.7;0.584151294
8-8-2012;0.17;0.18;0.17;0.2;0.27;0.28;0.31;0.29;0.116;2.7;0.584151294
9-8-2012;0.18;0.16;0.17;0.21;0.24;0.27;0.28;0.29;0.123;2.7;0.584151294
10-8-2012;0.18;0.17;0.16;0.2;0.24;0.26;0.29;0.28;0.115;2.7;0.584151294
13-8-2012;0.18;0.17;0.16;0.19;0.24;0.25;0.29;0.28;0.112;2.7;0.584151294
14-8-2012;0.18;0.17;0.17;0.2;0.24;0.29;0.3;0.3;0.11;2.7;0.584151294
15-8-2012;0.18;0.17;0.17;0.2;0.24;0.29;0.29;0.28;0.112;2.7;0.584151294
16-8-2012;0.18;0.17;0.16;0.2;0.23;0.28;0.29;0.29;0.111;2.7;0.584151294
17-8-2012;0.18;0.17;0.16;0.2;0.24;0.28;0.28;0.26;0.112;2.7;0.584151294
20-8-2012;0.18;0.17;0.17;0.2;0.24;0.26;0.28;0.27;0.109;2.7;0.584151294
21-8-2012;0.17;0.16;0.17;0.21;0.24;0.27;0.29;0.26;0.103;2.7;0.584151294
22-8-2012;0.17;0.17;0.17;0.22;0.25;0.27;0.28;0.27;0.103;2.7;0.584151294
23-8-2012;0.17;0.17;0.17;0.21;0.25;0.29;0.3;0.28;0.108;2.7;0.584151294
24-8-2012;0.17;0.17;0.18;0.21;0.25;0.28;0.29;0.26;0.107;2.7;0.584151294
27-8-2012;0.17;0.17;0.16;0.19;0.24;0.27;0.28;0.26;0.11;2.7;0.584151294
28-8-2012;0.17;0.17;0.16;0.19;0.23;0.27;0.28;0.26;0.111;2.7;0.584151294
29-8-2012;0.17;0.17;0.16;0.19;0.23;0.25;0.26;0.25;0.102;2.7;0.584151294
30-8-2012;0.17;0.17;0.17;0.2;0.24;0.26;0.26;0.25;0.106;2.7;0.584151294
31-8-2012;0.17;0.17;0.17;0.2;0.23;0.25;0.26;0.26;0.11;2.7;0.584151294
3-9-2012;0.17;0.17;0.17;0.2;0.22;0.25;0.25;0.28;0.108;2.7;0.584151294
4-9-2012;0.17;0.17;0.17;0.19;0.22;0.24;0.25;0.28;0.102;2.7;0.584151294
5-9-2012;0.17;0.17;0.17;0.19;0.22;0.24;0.24;0.28;0.107;2.7;0.584151294
6-9-2012;0.17;0.17;0.17;0.18;0.22;0.24;0.23;0.26;0.108;2.7;0.584151294
7-9-2012;0.17;0.17;0.17;0.2;0.24;0.26;0.26;0.3;0.105;2.7;0.584151294
10-9-2012;0.16;0.17;0.17;0.2;0.22;0.24;0.25;0.27;0.101;2.7;0.584151294
11-9-2012;0.16;0.17;0.17;0.19;0.22;0.23;0.25;0.28;0.1;2.7;0.584151294
12-9-2012;0.17;0.17;0.18;0.2;0.23;0.23;0.25;0.27;0.101;2.7;0.584151294
13-9-2012;0.17;0.17;0.18;0.2;0.23;0.23;0.25;0.28;0.103;2.7;0.584151294
14-9-2012;0.17;0.17;0.17;0.19;0.22;0.21;0.23;0.3;0.095;2.7;0.584151294
17-9-2012;0.18;0.18;0.17;0.19;0.22;0.2;0.23;0.28;0.089;2.7;0.584151294
18-9-2012;0.18;0.18;0.17;0.18;0.21;0.2;0.23;0.29;0.1;2.7;0.584151294
19-9-2012;0.18;0.18;0.17;0.17;0.21;0.2;0.22;0.29;0.09;2.7;0.584151294
20-9-2012;0.17;0.17;0.17;0.17;0.21;0.2;0.22;0.29;0.097;2.7;0.584151294
21-9-2012;0.17;0.17;0.17;0.17;0.21;0.2;0.21;0.29;0.095;2.7;0.584151294
24-9-2012;0.17;0.18;0.17;0.17;0.21;0.22;0.22;0.3;0.095;2.7;0.584151294
25-9-2012;0.16;0.17;0.17;0.17;0.2;0.22;0.21;0.3;0.092;2.7;0.584151294
26-9-2012;0.17;0.17;0.17;0.17;0.21;0.24;0.21;0.28;0.096;2.7;0.584151294
27-9-2012;0.17;0.17;0.17;0.18;0.23;0.24;0.21;0.28;0.095;2.7;0.584151294
28-9-2012;0.17;0.17;0.17;0.18;0.23;0.25;0.21;0.27;0.107;2.7;0.584151294
1-10-2012;0.18;0.18;0.17;0.19;0.24;0.26;0.22;0.29;0.095;2.7;-0.294367186
2-10-2012;0.18;0.18;0.17;0.19;0.24;0.27;0.23;0.3;0.087;2.7;-0.294367186
3-10-2012;0.18;0.18;0.17;0.19;0.24;0.27;0.23;0.29;0.085;2.7;-0.294367186
4-10-2012;0.17;0.17;0.16;0.18;0.23;0.28;0.24;0.3;0.095;2.7;-0.294367186
5-10-2012;0.16;0.16;0.15;0.17;0.22;0.27;0.23;0.3;0.093;2.7;-0.294367186
8-10-2012;0.16;0.16;0.15;0.17;0.22;0.27;0.24;0.29;0.094;2.7;-0.294367186
9-10-2012;0.15;0.15;0.14;0.17;0.22;0.27;0.23;0.3;0.091;2.7;-0.294367186
10-10-2012;0.15;0.15;0.14;0.17;0.22;0.28;0.24;0.31;0.092;2.7;-0.294367186
11-10-2012;0.15;0.15;0.16;0.18;0.22;0.29;0.25;0.32;0.095;2.7;-0.294367186
12-10-2012;0.15;0.15;0.16;0.18;0.22;0.29;0.25;0.31;0.092;2.7;-0.294367186
15-10-2012;0.14;0.14;0.16;0.17;0.23;0.29;0.26;0.32;0.096;2.7;-0.294367186
16-10-2012;0.14;0.14;0.15;0.16;0.23;0.29;0.26;0.31;0.091;2.7;-0.294367186
17-10-2012;0.14;0.14;0.15;0.15;0.23;0.29;0.27;0.31;0.093;2.7;-0.294367186
18-10-2012;0.14;0.14;0.15;0.14;0.23;0.29;0.27;0.3;0.093;2.7;-0.294367186
19-10-2012;0.14;0.14;0.15;0.14;0.23;0.29;0.28;0.31;0.095;2.7;-0.294367186
22-10-2012;0.14;0.14;0.15;0.14;0.23;0.29;0.28;0.32;0.092;2.7;-0.294367186
23-10-2012;0.15;0.15;0.15;0.15;0.23;0.29;0.28;0.32;0.088;2.7;-0.294367186
24-10-2012;0.14;0.15;0.15;0.14;0.22;0.29;0.28;0.33;0.089;2.7;-0.294367186
25-10-2012;0.13;0.14;0.15;0.14;0.22;0.29;0.28;0.32;0.089;2.7;-0.294367186
26-10-2012;0.14;0.14;0.15;0.14;0.22;0.28;0.28;0.32;0.086;2.7;-0.294367186
29-10-2012;0.14;0.14;0.15;0.14;0.21;0.28;0.28;0.33;0.089;2.7;-0.294367186
30-10-2012;0.14;0.14;0.15;0.15;0.21;0.28;0.28;0.32;0.088;2.7;-0.294367186
31-10-2012;0.14;0.14;0.15;0.13;0.21;0.28;0.28;0.31;0.078;2.7;-0.294367186
1-11-2012;0.14;0.14;0.15;0.14;0.21;0.28;0.28;0.32;0.079;2.4;-0.294367186
2-11-2012;0.13;0.13;0.15;0.14;0.21;0.29;0.28;0.31;0.09;2.4;-0.294367186
5-11-2012;0.13;0.13;0.14;0.14;0.21;0.28;0.28;0.32;0.089;2.4;-0.294367186
6-11-2012;0.13;0.13;0.13;0.13;0.21;0.28;0.28;0.31;0.09;2.4;-0.294367186
7-11-2012;0.14;0.13;0.14;0.13;0.21;0.28;0.28;0.31;0.09;2.4;-0.294367186
8-11-2012;0.12;0.11;0.13;0.14;0.22;0.27;0.28;0.32;0.087;2.4;-0.294367186
9-11-2012;0.12;0.11;0.13;0.14;0.22;0.28;0.29;0.32;0.072;2.4;-0.294367186
12-11-2012;0.12;0.12;0.13;0.14;0.21;0.28;0.29;0.32;0.082;2.4;-0.294367186
13-11-2012;0.13;0.12;0.12;0.14;0.21;0.28;0.29;0.32;0.08;2.4;-0.294367186
14-11-2012;0.13;0.12;0.12;0.14;0.22;0.28;0.3;0.32;0.077;2.4;-0.294367186
15-11-2012;0.13;0.12;0.13;0.14;0.22;0.29;0.31;0.34;0.078;2.4;-0.294367186
16-11-2012;0.13;0.12;0.13;0.14;0.22;0.29;0.31;0.34;0.079;2.4;-0.294367186
19-11-2012;0.12;0.11;0.13;0.13;0.22;0.28;0.3;0.33;0.077;2.4;-0.294367186
20-11-2012;0.12;0.12;0.13;0.13;0.22;0.28;0.3;0.33;0.074;2.4;-0.294367186
21-11-2012;0.12;0.12;0.12;0.14;0.22;0.28;0.3;0.33;0.072;2.4;-0.294367186
22-11-2012;0.12;0.12;0.13;0.14;0.22;0.28;0.29;0.33;0.071;2.4;-0.294367186
23-11-2012;0.12;0.11;0.13;0.14;0.22;0.28;0.29;0.33;0.074;2.4;-0.294367186
26-11-2012;0.12;0.11;0.12;0.14;0.22;0.29;0.3;0.36;0.072;2.4;-0.294367186
27-11-2012;0.12;0.11;0.12;0.14;0.22;0.29;0.3;0.36;0.072;2.4;-0.294367186
28-11-2012;0.11;0.1;0.12;0.14;0.22;0.29;0.3;0.36;0.073;2.4;-0.294367186
29-11-2012;0.11;0.1;0.13;0.12;0.21;0.29;0.3;0.36;0.072;2.4;-0.294367186
30-11-2012;0.1;0.1;0.13;0.1;0.21;0.28;0.29;0.35;0.077;2.4;-0.294367186
3-12-2012;0.1;0.1;0.11;0.13;0.21;0.29;0.3;0.3;0.077;2.3;-0.294367186
4-12-2012;0.1;0.1;0.11;0.13;0.21;0.29;0.3;0.3;0.073;2.3;-0.294367186
5-12-2012;0.1;0.09;0.1;0.13;0.21;0.29;0.3;0.31;0.069;2.3;-0.294367186
6-12-2012;0.1;0.09;0.1;0.12;0.22;0.29;0.3;0.31;0.072;2.3;-0.294367186
7-12-2012;0.09;0.09;0.1;0.11;0.22;0.3;0.31;0.34;0.072;2.3;-0.294367186
10-12-2012;0.09;0.09;0.09;0.11;0.21;0.29;0.31;0.33;0.069;2.3;-0.294367186
11-12-2012;0.09;0.09;0.1;0.11;0.21;0.29;0.31;0.33;0.067;2.3;-0.294367186
12-12-2012;0.09;0.08;0.09;0.11;0.22;0.29;0.32;0.3;0.066;2.3;-0.294367186
13-12-2012;0.09;0.09;0.09;0.11;0.22;0.29;0.31;0.3;0.071;2.3;-0.294367186
14-12-2012;0.09;0.09;0.1;0.11;0.21;0.29;0.32;0.3;0.074;2.3;-0.294367186
17-12-2012;0.1;0.1;0.1;0.1;0.21;0.3;0.33;0.31;0.071;2.3;-0.294367186
18-12-2012;0.09;0.09;0.09;0.11;0.21;0.3;0.33;0.31;0.072;2.3;-0.294367186
19-12-2012;0.09;0.09;0.09;0.11;0.21;0.3;0.33;0.31;0.07;2.3;-0.294367186
20-12-2012;0.09;0.09;0.09;0.11;0.21;0.3;0.33;0.32;0.069;2.3;-0.294367186
21-12-2012;0.11;0.1;0.09;0.11;0.21;0.3;0.33;0.32;0.06;2.3;-0.294367186
24-12-2012;0.11;0.1;0.1;0.11;0.21;0.3;0.33;0.32;0.061;2.3;-0.294367186
27-12-2012;0.11;0.09;0.1;0.12;0.21;0.3;0.33;0.32;0.072;2.3;-0.294367186
28-12-2012;0.1;0.09;0.1;0.11;0.21;0.3;0.34;0.32;0.079;2.3;-0.294367186
31-12-2012;0.09;0.08;0.09;0.11;0.21;0.3;0.34;0.32;0.131;2.3;-0.294367186
2-1-2013;0.08;0.08;0.08;0.09;0.11;0.2;0.24;0.24;0.062;2.1;0.850359238
3-1-2013;0.09;0.08;0.08;0.1;0.11;0.21;0.24;0.25;0.066;2.1;0.850359238
4-1-2013;0.09;0.09;0.09;0.1;0.12;0.21;0.24;0.25;0.068;2.1;0.850359238
7-1-2013;0.09;0.09;0.09;0.1;0.12;0.21;0.24;0.25;0.066;2.1;0.850359238
8-1-2013;0.09;0.09;0.09;0.1;0.12;0.21;0.24;0.25;0.067;2.1;0.850359238
9-1-2013;0.09;0.09;0.09;0.11;0.12;0.21;0.24;0.25;0.069;2.1;0.850359238
10-1-2013;0.09;0.08;0.08;0.11;0.13;0.21;0.24;0.25;0.069;2.1;0.850359238
11-1-2013;0.09;0.09;0.09;0.11;0.13;0.22;0.25;0.26;0.067;2.1;0.850359238
14-1-2013;0.09;0.09;0.09;0.1;0.13;0.22;0.25;0.25;0.065;2.1;0.850359238
15-1-2013;0.09;0.09;0.09;0.1;0.13;0.22;0.25;0.25;0.064;2.1;0.850359238
16-1-2013;0.09;0.09;0.09;0.1;0.13;0.22;0.25;0.25;0.067;2.1;0.850359238
17-1-2013;0.09;0.09;0.09;0.1;0.13;0.22;0.25;0.25;0.068;2.1;0.850359238
18-1-2013;0.1;0.09;0.09;0.11;0.14;0.22;0.25;0.25;0.068;2.1;0.850359238
21-1-2013;0.09;0.09;0.09;0.11;0.14;0.22;0.25;0.24;0.068;2.1;0.850359238
22-1-2013;0.09;0.09;0.09;0.11;0.14;0.22;0.25;0.24;0.069;2.1;0.850359238
23-1-2013;0.09;0.09;0.09;0.11;0.14;0.22;0.25;0.24;0.068;2.1;0.850359238
24-1-2013;0.09;0.09;0.09;0.11;0.14;0.21;0.24;0.24;0.068;2.1;0.850359238
25-1-2013;0.09;0.09;0.09;0.11;0.14;0.21;0.24;0.24;0.071;2.1;0.850359238
28-1-2013;0.09;0.1;0.1;0.12;0.14;0.18;0.2;0.22;0.073;2.1;0.850359238
29-1-2013;0.09;0.1;0.1;0.11;0.13;0.16;0.18;0.2;0.074;2.1;0.850359238
30-1-2013;0.08;0.09;0.09;0.1;0.13;0.14;0.16;0.19;0.081;2.1;0.850359238
31-1-2013;0.08;0.09;0.09;0.1;0.13;0.13;0.15;0.19;0.08;2.1;0.850359238
1-2-2013;0.08;0.09;0.09;0.1;0.13;0.12;0.13;0.19;0.081;2;0.850359238
4-2-2013;0.09;0.09;0.09;0.1;0.13;0.12;0.14;0.19;0.079;2;0.850359238
5-2-2013;0.08;0.09;0.09;0.1;0.13;0.12;0.14;0.19;0.074;2;0.850359238
6-2-2013;0.09;0.09;0.09;0.1;0.13;0.12;0.14;0.19;0.067;2;0.850359238
7-2-2013;0.09;0.09;0.09;0.1;0.13;0.12;0.13;0.19;0.068;2;0.850359238
